Year,Round,SeedDiff,OffEff,DefEff,OffFgp,DefFgp,OffTop,DefTop,OffRp,DefRp,OffFtr,DefFtr,OffFtp,DefFtp,Off2pp,Def2pp,Off3pp,Def3pp,ScoreDiff
2014,2,7,0.7,3.3,-2.5,1.3,1.9,-2.1,7,3.5,4.9,1.1,-4.2,4.1,-2.3,1.3,-1.8,1.1,2
2014,2,-8,6.9,-4.9,1.8,-0.6,-2.4,-3.3,-8.4,-0.3,-1.7,-15,3.5,-1,0.7,-1.4,3.1,-0.3,17
2014,1,-15,12.9,-14.6,3.4,-2.9,-2.2,3,3.4,-0.4,0.4,2.1,-8.2,-3,4.3,-2.5,-0.1,-1.9,12
2014,1,-1,-2,-1.5,2.8,-1.7,2.7,-2.6,2.6,-2.5,-8.5,-2.4,-1.1,1.9,2.3,-1.7,2.6,-0.9,8
2014,1,1,10.3,-2,2.4,-2.7,-3.4,1.4,3.2,2.9,-4,6.2,-0.6,0.5,1.5,-1.8,3.3,-3,29
2014,1,7,-4.1,3.4,2.8,0.1,-0.1,-0.7,-1.8,-2.5,2.2,1.7,0.9,3.8,6.7,-2.7,-3.2,3.6,5
2014,1,7,3.9,11.7,4.4,2.7,-0.3,-2,3.3,-1.9,4.7,11,4,1.8,6.7,1.2,0,4.4,2
2014,1,-9,-2.3,-11.3,-6.5,0,-3.5,4.5,-1.6,-3.6,-8.8,-1.7,-1.1,-4.9,-7.8,0.8,-1.9,-2.4,4
2014,1,-9,13.4,0.8,4.9,3.5,-2.2,0,-0.4,-1,-8.9,-11.8,7.3,-1.3,3.8,5.4,5.3,-0.8,17
2014,1,-5,10.9,4.4,3,1.1,1.1,-3.2,14.4,3,2.5,-12.6,-3.6,-1.1,0.9,-1.4,4.7,4.1,14
2014,1,5,4.6,10.5,2.1,3.6,0.9,-3.1,4.3,-0.8,-1.7,13.2,-0.8,-0.3,-0.7,2.4,5.3,3.9,1
2014,1,-11,13.8,-3,7.4,-1.9,-3.8,-3.7,-8.8,-4,-10.4,-11,7.8,-0.3,6.7,-3.6,4.3,1,10
2014,1,-11,8.7,-9.8,-3.8,0.4,-6.1,3.4,7.1,-0.5,-13.2,2,-1.1,-4.6,-6,-2.3,0.5,3,24
2014,1,-3,4.3,-0.4,2.9,0,0.8,2.3,-2.7,3.3,-3.8,11,8.1,-0.6,1.8,1.2,2,-1.3,19
2014,1,3,-1.2,0.9,0.2,3,1.1,2.1,-3.2,-0.1,-1.7,5.7,-2.1,-0.9,-1.8,4.7,3.2,0.1,5
2014,1,-13,7.1,-12.2,-2.5,-8.6,3.3,-7.8,14.3,-5.2,5.1,-9.4,-4.4,-3.5,-0.2,-12.4,-4.6,-0.3,11
2014,1,-13,20.7,-1.5,-2.5,0.8,-10.4,-4.3,1.6,-2.3,7.7,-13.6,3.9,4.3,-3.8,0.2,-0.3,2.2,40
2014,1,-15,16.3,-12.3,2.8,-3.3,-3.7,0.1,-0.3,-3.5,3.4,-7.1,-1.7,-3.7,1.4,-4.6,4.3,-0.1,11
2014,1,-1,2.3,0,0.4,1.2,-0.4,0.7,0.7,1.9,-7.1,0.4,-0.5,-1.4,2.5,1.8,-3.4,-0.2,5
2014,1,7,3.4,3.7,4.4,1.4,0.2,-1.3,-6.8,-3,9.7,0.3,1.5,3.3,3.1,1.7,5.1,0.7,4
2014,1,-9,8.7,-10.6,4.1,-3.6,4,0.9,3.8,-5.3,-10.2,2.3,-0.4,3.6,2.6,-6.1,4.5,0.5,15
2014,1,-5,-1.5,-5.8,1.6,-1.9,-0.4,2.9,2.8,0.5,1,7.7,-15.6,-1.9,3.2,-2.1,-1.1,-1.1,2
2014,1,-15,14.4,-11.4,6.4,-4.6,1.5,0.1,4.1,-7,13.7,-7.2,4.2,-7.4,8.1,-5,2,-2.7,27
2014,1,-1,9.3,3.3,1.2,0.7,-0.4,-2.9,7.3,-3.5,11.5,-8.6,2.6,0.6,1.7,-1,0.1,2.9,7
2014,1,-11,10.5,-1.2,4,3.3,-2.7,-7.8,-6.6,-4.6,-13.1,-14.1,-3.4,3.7,3.6,2.8,3.3,3.1,18
2014,1,-7,-9.9,-11,-0.4,-3.1,2.8,3.6,-5.3,-6.6,3.3,-7,4.2,-2.8,-1,-2.9,1.2,-2.5,3
2014,1,-3,-1.4,-6.2,-2.4,-3.2,-1.4,4.3,0.9,5,-5.3,5.1,13.2,-2.9,-4.2,-3.8,0.8,-1.2,8
2014,1,-13,10.8,-11.4,4.5,-2.8,-2.6,1.5,4,-2.5,-0.2,2.1,-1.7,-4.1,4.7,-7.4,2.9,4.3,20
2014,1,-9,12.5,-8.9,2.8,-1.5,-4.4,3.3,2.7,-0.6,-14.3,-14.4,-0.2,-1.9,4,0.3,-0.1,-4.1,7
2014,1,5,9.1,-3.5,-0.6,-0.1,-2,-1.8,5.4,-4.2,2.6,-5.7,3.5,2.7,0.7,-2.3,-2.7,3.7,19
2014,1,11,-16.1,3,0.2,-2.5,2.9,0.5,-3.2,-0.2,-1.5,0.2,1,0.6,1.3,-3.4,-0.7,0.3,7
2014,1,-3,2,0.3,-5,0.2,1.2,-0.7,15.1,0,0.9,3.7,-2.3,4.4,-1.9,-2.4,-6.3,2.6,2
2014,1,-13,25.1,-2.2,6.9,-0.1,-1.6,-2.6,-1.5,1.5,1.9,-12.7,9.8,4.5,5.3,0.6,5.6,-1.1,17
2014,1,-15,9.9,-19.1,-2.4,-5.5,-3.3,5.3,8,-1.4,-8.7,-0.9,-8.3,0.9,-0.4,-6.8,-3,-1.7,9
2014,0,0,-4.3,-7.9,-2.7,-5.2,3,-0.5,4.1,-4.6,5.3,-5.4,1.1,-1.1,-3.2,-8.6,0.5,1.5,7
2014,0,0,-4.3,-8.3,-5.7,-0.9,-4.6,2.3,-2.7,2,-16.1,13.1,-3.1,3.6,-6.5,-0.3,-2.8,-1.8,12
2014,0,0,2.8,1.9,-1.7,-1.9,-2.9,0.5,0,6.9,-4.6,3.1,-3.1,4.4,0,-0.1,-4.3,-3.1,15
2014,0,0,-3,-5.9,-1.3,-0.9,0.9,-1.9,2.1,-1.5,-3.5,-3.9,-1.7,-0.4,0,-2.8,-3.1,2.8,13
2013,6,-3,-5.6,-9.3,-4,-3.2,3.7,8.3,5.7,3.9,11.6,12.2,0.6,-2.7,-2.6,-4.2,-4.6,-0.8,6
2013,5,0,8.8,6.9,5.6,5.4,-4.3,-4.9,-6.3,-5.1,-8.4,-12.7,2.8,1.2,4.9,5,4.5,4.2,5
2013,5,-8,5.1,-6.4,0.6,-0.5,-1.1,7,0.2,6.8,3.5,-3.4,1,-5.6,1.2,-0.2,-0.6,-0.4,4
2013,4,1,-0.2,-6.3,-0.6,-3.6,-2,4.1,0.4,1.4,-4.1,3.7,-5.5,-0.9,-3.1,-2.3,3.8,-3.9,16
2013,4,7,-2.8,1.5,-0.6,-0.1,3.2,-0.7,6.2,-1.7,1,8.8,-0.9,-0.2,0.2,0,-1.7,-0.2,4
2013,4,-1,-2.5,-7,-3.3,-0.7,2.7,6.6,9.4,1,0.8,2.2,-3,-6.6,0,-2.8,-6.6,2.8,22
2013,4,1,5.7,8.2,-0.6,4.7,-3.2,-3.8,-1.7,1,-2.6,-7.2,2.6,3.4,-0.9,5.8,0.1,1.6,20
2013,3,3,9.8,7.7,1.3,6.5,-5.7,0.3,-1.3,0.1,-11.1,-9.3,-3.4,-0.2,0.5,8.3,1.5,2.3,2
2013,3,-1,7.1,3.7,3.3,1,-5.2,1.2,-7.3,4.7,2.6,0.3,3.1,5.4,0.4,1.9,5.8,-1.1,10
2013,3,-11,11.1,-4.1,1.3,-1.6,-3.1,5,2.4,6.1,1.6,1.6,0.4,-1.8,1.7,-1.5,0,-1.6,8
2013,3,-4,-1,-2.8,-1.9,-1.2,-3.3,0.9,-3.2,1.5,-1.9,-3.4,-4.1,0.5,-1.2,0.2,-1.5,-3.4,3
2013,3,1,0.4,2.3,-2.3,0.5,4.2,1.1,7.1,4.7,6.3,3.4,4.6,3.3,1,0.9,-6.6,-0.3,10
2013,3,-4,-1.3,-5.3,-1.9,-4,2.3,-1.3,9,-7.7,5.2,9.8,-3.8,3.2,0.3,-7,-3.8,2,14
2013,3,3,-8.2,-2.8,-5.7,-1.4,-0.4,2.7,-0.2,3.1,-9,8.4,-6.8,-3.4,-3.5,-0.6,-6.9,-2,11
2013,3,-12,12.1,-10.4,3.6,-3.6,-3.2,0.4,1.7,-4.4,-4.2,-2.8,0.8,-4.2,2,-5.1,4.4,-0.3,12
2013,2,-3,4.9,-2.2,-1.8,-1,0.1,-2.9,0.5,-3.5,-0.6,-2.5,4.8,-0.7,-0.7,0.5,-3.1,-2.9,22
2013,2,-3,3.6,0.1,-1.1,-0.5,0.7,2.1,2.5,6.8,2.5,-4.4,3.4,-2.3,1.4,-0.4,-4.7,-0.9,2
2013,2,8,-8.2,0.8,-4.9,0.4,2.2,-0.8,0.2,-3.3,-4.3,8.4,-1.1,3.5,-5.4,1.5,-2.6,-0.7,6
2013,2,8,-3.3,1.2,-1.1,0.9,3.8,-1.6,7.9,-1.9,-5.6,-1.7,0.1,2.2,-0.9,0.8,-0.7,0.3,17
2013,2,-7,-0.8,-13.9,1.4,-3.8,1.1,10.5,-3.2,10.1,-4.1,-1.5,-0.2,-3.8,2.4,-3.7,-0.8,-2.3,26
2013,2,-1,7.6,1.9,3.3,-1.9,-2.3,-9.8,-4.1,-5.3,-1.4,-17.6,0.2,0.2,2.9,-2.5,2.8,-0.3,25
2013,2,-8,9,-7.6,-1.8,-2.6,-1.3,-1.1,9.4,-4.7,-12.2,1.7,2.3,-1.4,-0.9,-5.5,-2.7,2.5,23
2013,2,-8,7.3,-5.5,1,-1.7,0,6.8,6.3,3.8,5.6,2.9,-4,-1.5,-0.3,0.9,3.2,-5.2,6
2013,2,-5,1.8,-3.4,-4.3,-0.4,-3.3,4.3,0,5.1,5,6.6,-2,4.3,-4.9,0.7,-1.5,-2.2,16
2013,2,1,2,0.7,2.8,2.9,1.2,-0.2,-5.1,2.4,-7.5,-2.6,5.9,1.8,-0.1,4.4,5.3,-1.1,2
2013,2,-8,10.1,-7.1,5.7,-5,3.4,0.8,8.2,0,10.2,-7.1,2,-1.7,3.2,-4.1,7.5,-4.9,6
2013,2,-5,2.8,-1.8,4.4,-3,-0.9,-3.3,-2.3,-4.6,3.6,-7.7,-4.1,-6.4,3.2,-3.4,4.5,-1.5,4
2013,2,8,-2.3,6.6,3.1,2.2,2.9,3.9,0.7,4.9,-0.1,3.8,-2.2,1.3,4,3.6,0.7,-0.5,10
2013,2,-8,-3.6,-8.9,-3.2,-2.6,-2.3,2.1,-2.4,-0.3,2.5,-3.2,-2.3,-0.7,-2.5,-5.2,-1.8,1.3,3
2013,2,-7,0.1,-6.9,4,-6.5,3.1,-3.1,-0.8,-2.3,11.3,4.9,6,-1.5,6.6,-7,-0.8,-4.1,12
2013,2,-8,3.2,-7,5.9,-2.3,-3.8,2.3,-9.4,-4.8,-10.6,-6.8,-0.8,-4.3,5.5,-1,4.1,-2.9,14
2013,1,-15,25,-11,4.9,-0.4,-4.4,3.6,8.4,0.1,-2.6,-6.2,5.3,0.2,5.4,0,2.6,-0.2,31
2013,1,-1,3.2,3.3,-2,2.5,-1.7,-1.1,2.7,-5.4,9.1,6.7,-3.3,1,-3,3,0.2,0.9,12
2013,1,7,-2.9,-0.3,0.5,1.9,3.2,0.3,4.5,-3.6,-2.1,-1.8,-4.1,-1.1,-0.4,2.5,1.7,1,13
2013,1,-9,5.3,-7.7,1.1,0.1,-4.3,5,-9,-0.7,-3,4.3,4.7,-5.7,0.2,0.9,2.2,-0.8,20
2013,1,-5,-7.8,-4.9,-1.3,-1.6,2.4,4.2,-1.3,6.1,0.2,-2,-7,-4.5,-1.2,-0.2,-0.1,-3.7,2
2013,1,-11,2.5,-10.4,-5.1,-1.7,-1,-0.3,4.9,-0.6,-5.1,-4.4,-2.7,-5.6,-5.3,-0.2,-3,-3.7,11
2013,1,-15,11.2,-14,4.7,-6.4,-1.9,-2.4,-1,-1.4,1.9,-5.8,5.7,-0.9,4.6,-8.3,3.7,-2.1,7
2013,1,-3,12.2,6.5,12,2.6,-0.5,-4.2,-9.9,-2.6,-1.3,-6.6,11.2,1.6,10.2,3.2,9.8,0.8,4
2013,1,-13,16.9,-7.4,4.3,-2.8,-5.6,0.5,-2.9,4.1,-0.8,4.9,0.2,6.8,4.1,-1.4,2.9,-4.1,12
2013,1,-1,6.3,2.4,2,0.7,-5.7,-0.5,1.5,2.1,-22.4,-13.8,-4.4,2.6,0.3,3.9,4,-2.9,7
2013,1,-7,10.2,-2.3,0.3,5.3,-3.9,8.3,-1,4.2,-7.1,5.3,6,-3.2,-1.6,7.4,2.4,0.1,46
2013,1,-9,11.5,-9.7,1.3,-3.2,-1.8,1.6,3.6,3.3,-4.6,-1.7,-7,-0.1,3,-2.2,-1,-3.2,15
2013,1,5,2.5,-2.2,0.2,-1.9,5.8,0.3,12.9,-0.8,8.5,12.1,-3.9,2.9,-0.1,-4.1,0.4,1.5,20
2013,1,-11,10.7,-16.2,6.2,-4.5,-1.4,0.8,-0.6,-8.9,-9.3,-10.6,-1.4,2.2,4.3,-5,6.8,-2.9,32
2013,1,-3,-4.7,-6.3,0.7,-2.7,0.6,-1.4,-1.4,-3.6,-0.1,-2.5,-6.6,-1.4,0.7,-3.1,0.4,-1.1,15
2013,1,13,-3.9,11,0.5,3.9,0.9,-0.3,2.1,1.8,-1.6,-2.6,-1,2.6,2.1,5.5,-1.9,0.6,10
2013,1,-15,23.2,-6.6,5.8,3,0.4,0.6,11.6,-1.3,0.5,-5,2.3,0.7,9,1.6,-0.2,2.9,6
2013,1,-15,22.1,-9.6,7.1,-4.7,2.1,-0.2,9.4,0.3,9,-12.2,4.4,1.2,5.8,-3.7,6.7,-4.3,21
2013,1,1,-2.2,-0.3,-1.7,0.7,1.3,-2,-2.4,-3.5,-1,1.9,3.1,-0.9,-1.9,-0.4,-1,1.8,18
2013,1,1,-4.5,-1.3,-5.2,2.2,-2.1,3.5,-3.9,-1.2,-5.3,5.1,4.2,-0.2,-4,-0.2,-6.3,5.1,4
2013,1,7,3,11.1,0.5,3.4,0.2,3.5,1.5,4.9,9.1,5.4,4.4,-2.5,1.4,3.4,-0.6,2.4,11
2013,1,7,0.6,4.1,-0.9,0.2,-1.3,-1.7,-0.8,3.6,-5.5,2.9,1.1,-0.3,-0.1,-0.9,-2.4,2,3
2013,1,9,-1.1,1.8,2.8,1.8,-1.1,-0.9,-9.5,0.4,-0.4,-8.3,5.2,-0.5,2.5,4.1,1.9,-3.1,2
2013,1,-9,10.8,-14.7,-3.9,-6,-0.2,5.3,13.7,4,-3.8,-0.5,-9,-3.1,-3.5,-5.4,-3,-4.9,47
2013,1,-5,4.3,0.2,1.1,4.2,5.1,3.3,6.6,2,2.7,6.7,-4.9,-0.3,1.9,4.2,-1.5,2.7,12
2013,1,-11,1.9,-4.8,-3.5,0.9,3.9,0.7,9.4,4.6,2,-4.7,-6.6,-4.1,-0.4,0.6,-7,0.2,1
2013,1,-3,4.7,2.5,-0.8,2.8,-2.4,2.3,0,2.6,-9.9,10.7,3.9,2,0.4,2.7,-2.7,2.1,8
2013,1,-5,5.4,-3.7,-4,-1.4,-0.1,-5.2,5.3,-7.5,4.6,-4.1,1.5,0.5,-6.3,-3.3,-0.1,2.3,17
2013,1,-13,7.5,-10.1,1.4,-4.3,-1.1,-1.6,2.1,-2.4,-3.1,-11,-1,-6.6,3.8,-4,-2.7,-2.8,29
2013,1,11,-1.5,8.7,5.9,3.3,3.2,1.4,-3.7,3.8,3.9,5.5,0.5,5.1,5.4,6.9,4.7,-1.3,6
2013,1,3,4.2,2.9,1.6,1.2,0.9,2.6,0.2,-1,1,8.1,2.2,3.3,1.3,2.9,0.4,-1.4,18
2013,1,-13,0.6,-15.3,-1.5,-6.2,-0.9,1.4,-1,-5.2,2.8,-2.7,-7.3,4.9,-1,-5.5,-1.1,-5.1,25
2013,0,0,-9.6,-13.8,-2.8,-2.6,2.9,8.3,0.8,0.6,4.2,2.6,-8.2,-4.3,0.5,-5.2,-6.3,1.1,1
2013,0,0,8.7,4.2,2.6,2.7,-2.4,-5.7,0.4,-4,-4.4,-5.9,3.5,8.8,3.1,0.1,-0.4,6.4,13
2013,0,0,-9.7,-11.7,-6.8,-3.9,-3.1,2.7,-5.6,-2.4,-8.8,7.6,0.9,1.8,-6.9,-4.2,-4.4,-2.5,13
2013,0,0,0,-1.1,0.1,-2.1,-1.3,1.3,-1.3,9.8,-2.4,-13.7,-0.9,-2.8,0.9,-0.4,-1,-4.6,9
2012,6,-1,9.4,1.8,1.5,-1.4,-2.1,-2.6,2.9,2.1,1.9,-7.3,3.1,-2.6,0.2,-0.2,3.3,-2.2,8
2012,5,-3,17.8,4,6.5,-1.3,-3.6,-5.3,2.1,-2.7,5.5,-8.5,3.5,3.1,5.5,-2.6,6,1.5,8
2012,5,0,-3.8,0.5,0.2,-3,1.6,-2,-0.8,3.9,1.7,4.1,-1.7,2.1,-0.4,-5.4,1.1,1.5,2
2012,4,-2,7.1,-5.2,1.5,-5.6,-3.3,-3.4,-0.2,-1.1,6,-7.6,-3.1,0.7,2.5,-6.6,-0.2,-1.9,12
2012,4,1,-2.4,-1.9,2.5,-1.6,2.8,1.9,-5,1.6,2.5,11.3,1,3.9,2.9,-3.7,1,2.1,13
2012,4,-3,-16.1,-11.5,-7.5,-4.5,3.8,3.8,2.2,3.7,3,4.4,-2.5,-3,-5.8,-4,-6.2,-3.9,4
2012,4,1,0.2,-4.9,0,2.2,1.5,-2.2,-0.6,-14.4,5.2,-2,1.1,2.3,1,2.7,-1.5,1,7
2012,3,-7,8.2,-1.2,2.6,2,1.9,2.6,6.1,2.1,-5.5,-2.1,5.9,-5.3,1.5,0.7,2.9,3.2,5
2012,3,-12,9.6,-4.4,0.9,-2.1,-2.9,-7.9,6.1,-6.7,1,-20.7,-0.9,-3.3,1.9,-4.8,-0.5,1.9,8
2012,3,-3,2.3,-7.8,-1.4,-6.1,-2.1,-2.4,2.5,-0.1,-2.8,-8.5,-4,-0.8,1.2,-6.6,-5.3,-3.1,12
2012,3,-9,1.5,-8.6,1.9,-3.7,0.5,1.9,-0.9,-1.6,3.5,1,-1.2,1.1,3.1,-5.9,-1,0.8,3
2012,3,-3,3.5,2.6,2,1.7,1.1,6.2,5.7,11.8,2.2,1.2,-4.1,-0.7,5.4,0.5,-1.9,2.1,1
2012,3,3,-8.6,-1.9,-5.4,0,0.8,3.6,-1,6.9,-1.5,-0.1,-1.2,-4,-4.9,-0.2,-4.2,0.4,13
2012,3,-4,7.2,-4.8,4.1,0.2,0.8,0.7,0,-9.2,8.8,2.7,6.5,1.4,6.5,0.1,-0.7,0.2,15
2012,3,4,10.6,5.8,4.7,2.4,-1.7,-4.2,-0.4,-5.1,-7.7,-0.7,-0.8,0.8,3,1.8,4.3,2.6,10
2012,2,8,0.9,6.5,-1,4,-0.9,-1.5,0.3,0.1,-2.5,-4.2,0.6,2.9,-1.9,1.8,1.1,5.5,3
2012,2,-8,2.5,-2.6,0.9,-1.8,2,-3.7,5.2,-2.1,2.2,-2.8,-1.9,-1.8,2.1,-2,-0.6,-1.7,4
2012,2,-7,-2.9,-13.2,-8,-4.6,-1.3,3,9.1,1.4,-0.8,-7.5,-4.4,0.6,-5.1,-4.1,-8.9,-4.2,14
2012,2,-8,21.8,-4.2,5.4,1.4,-4.1,-0.4,-0.2,-2.8,-9.3,-7.4,5.4,1.9,2.6,0.1,6.5,2.9,34
2012,2,1,3.5,4.8,0.6,3,-3.2,7.6,-0.3,3.7,2.2,10.2,-1.9,0.8,-1.3,5.1,2.8,-0.7,6
2012,2,-8,-3.7,-10.9,1.2,-6.5,5.7,0.7,3.1,-2.4,5.7,-0.7,3.6,2.1,4.7,-9.3,-3.2,-0.4,3
2012,2,3,2.5,2.7,-3.2,2.5,-6.8,-0.7,0.3,1.3,-5.5,-8,-6.3,-3,-4,2.9,-1.3,1.4,6
2012,2,-5,0.6,-2.5,-0.7,-1.6,2,-2.9,0.7,0.6,3.2,1.8,-7.1,3.4,-0.7,-0.4,0.4,-2.7,12
2012,2,-7,8.3,-0.2,3.2,-1.8,-5.1,0.9,-4.4,5.9,-10.3,-10.8,2.7,-1.3,3.6,-2.2,1.4,-1,16
2012,2,-5,4.5,-7.1,-1.4,-0.2,-2.1,2.8,1.1,-2.8,-8,1.5,-0.7,2.6,1.1,-1.4,-4.5,1.4,7
2012,2,-3,4.3,-1.7,-3.4,-0.2,-2.1,-0.8,-0.2,1.2,-4.4,-4.1,-0.1,1.7,-0.4,-1.9,-5.8,2.4,9
2012,2,-1,-2.1,-4,-4,-4.4,-5,-0.8,-1.6,-3.9,-9.4,1.2,4,-1.6,-4.7,-5.2,-2,-1.5,3
2012,2,-8,13.8,5.1,7.6,0.8,1.8,-7.3,1.9,-2.6,8.2,-2.4,7.8,1.1,5.5,-0.7,9.7,2.8,2
2012,2,-7,9.6,-6.3,1.2,-6.6,-1.2,0.4,5.5,4.7,3,-0.7,3.5,-0.4,2.4,-10.2,0.5,1.2,16
2012,2,-8,11.4,1,2.8,0.7,0.8,2.6,8.8,3.5,-7.5,1.4,7,2.8,1.9,0.9,3.4,0.6,17
2012,2,-1,-5.1,-5.2,-5.5,-1.1,0.7,1.6,1.4,6.2,-2.6,2.8,-2.5,-1.6,-3.3,-0.9,-6,-0.8,3
2012,1,-5,-0.9,-5,-0.5,-0.7,-1.8,1.4,-2.8,-0.1,-13.3,-15.2,-8.9,0.8,-1.8,0.5,1.3,-2.5,6
2012,1,-1,13.9,14,8.7,5.9,-2.5,-5.9,-2.7,-5.5,1.9,-8.9,1.5,3,3.4,3.7,13.5,7.2,1
2012,1,5,6.3,1,0.3,0.1,0,-0.3,4.9,3.7,0.5,3.3,0,0.9,-0.4,0.6,1.7,-0.5,14
2012,1,-3,17.3,8.8,4.1,3.1,-1.8,-1.9,6.4,4.7,-2.2,-1.3,-0.9,5.9,1.9,0.9,5,5.3,26
2012,1,-11,-3.9,-7.7,0.4,-3.4,2.1,3.2,-1,3.5,-7.3,-3,-5.4,0.2,0,-4,0.9,-1.7,3
2012,1,-11,-5,-9.6,-4.1,-5.2,2,-0.9,1.1,-1.4,0.1,0.7,-3.8,2.5,-3.1,-3.2,-3.7,-6.1,15
2012,1,-15,12.6,-9.6,0.5,-0.5,-3,-1.4,5.6,-3.1,0,-11.5,-5.7,0.3,1,-1.1,-0.5,0.2,19
2012,1,13,-26.2,1.9,-8.6,-3.7,5.6,-2,3.3,0.8,5,10,-10.7,-0.2,-6.6,-1.8,-8.3,-5.5,2
