Year,Round,SeedDiff,OffEff,DefEff,OffFgp,DefFgp,OffTop,DefTop,OffRp,DefRp,OffFtr,DefFtr,OffFtp,DefFtp,Off2pp,Def2pp,Off3pp,Def3pp,ScoreDiff
2012,1,9,-7.8,-2,-4.5,-1.9,1.7,6.3,5.5,3.6,7.7,12.3,-3.3,-0.5,-6.3,1.1,-1.1,-5.1,5
2012,1,3,5.3,-0.1,-2.2,1.5,-4.6,1.1,-4.1,5.4,-4.8,4.7,-7.5,2.2,-7.1,3,4,-2.2,3
2012,1,13,-9.6,2.4,-2.4,0.1,-1.2,2.8,-3.5,-2.3,-7.1,0.8,6.5,1.7,-1.6,-1.1,-2.4,1.5,5
2012,1,-15,5,-19.6,-0.5,-6.1,-1.5,0.9,2.6,-7.3,-12,12.4,-3,0.9,0,-7.1,-1.1,-2.9,22
2012,1,3,-1.7,-0.9,0.2,-0.2,2.4,1.1,1.4,-2.1,3.8,9.9,-0.9,3.4,-0.6,0.3,1.9,-0.9,4
2012,1,-13,6.6,-14.2,4.3,-7.5,0.1,-2.2,-0.3,-3.5,-3.5,-5.8,-4.4,1.8,2.8,-8.8,5.3,-2.9,15
2012,1,7,-10.6,-7.5,-4.6,-4.3,4.5,-0.8,3.1,-1.2,-0.3,-1.3,-0.9,0.2,-1.1,-4.1,-8.2,-3.4,14
2012,1,1,-1.9,-1.5,-2.2,1.7,-0.8,2.3,0.2,-3.7,-5.8,-1.1,0.2,2.6,-3.9,2.4,0.4,0.4,7
2012,1,-5,-4.5,-9,0.5,-4.7,1.1,5.7,5.4,4.7,3,-4.8,-4.6,-3.6,0.3,-2.2,-0.5,-6.3,17
2012,1,-9,-6.1,-13.7,-3.6,-3.9,3.5,5.4,0.7,6.9,-0.6,-7.4,-7.6,-0.7,-4,-3.7,-1.9,-3.6,7
2012,1,-1,-1.9,-7.5,2.7,-4.5,4.8,2.3,4.2,5.5,3.4,1.1,-6.5,-3.6,5.2,-4.5,-2,-3.1,6
2012,1,-9,11.8,-6,-2.4,-2.8,-3.5,-3.9,3.2,-3.8,-8.8,-9.2,2,-1.6,-3.9,-1.3,-1.4,-3.9,24
2012,1,-11,6.3,-1.8,-1.9,-2.3,0.5,1.8,3.9,8.5,4.4,-3.7,1.8,1.5,-1.9,-3.4,-1.2,0,20
2012,1,-15,8.9,-11.8,-0.5,-7.1,-3.1,2.2,3.4,4.4,-15.2,-5.3,-7.6,0.9,-0.9,-8.2,-0.1,-3.4,7
2012,1,-7,1.5,-5,0.5,-3.3,0.9,-0.4,-0.1,-3.7,-3.8,3.6,4.4,-1.8,-1.4,-3,2.3,-3,7
2012,1,-7,7.6,-0.6,1.6,1.5,-0.4,-1,1.5,4.8,-1.9,-1.6,-5.2,4.5,-0.9,3.9,3.2,-3.2,9
2012,1,-15,25.7,-9.6,9.4,-5.4,-5,-3.5,3.7,-1.2,1.5,-13.1,3.6,-2.4,9,-7.3,7.2,-0.7,15
2012,1,7,-9.4,-0.5,-6.2,2.5,-0.5,8.7,0,7.5,1.7,3.9,-6.5,0.4,-7,3.1,-3.5,0.9,3
2012,1,-3,2,-2.6,5.2,-3.2,0.5,-0.8,-6.3,-2.1,7.5,-3.7,4.5,-0.6,1.9,-3.8,8.1,-1.2,23
2012,1,-13,14.4,-12,4.9,-1.4,-3,0.2,-2.4,-8.2,-4.8,-10.9,-1,1,7.1,-0.2,-0.5,-3.6,19
2012,1,-1,2.9,0.5,2.6,4,-0.7,0.3,-4,-8.3,4.1,1.2,2.6,-3.7,0.2,8.9,4.1,-3.8,13
2012,1,-9,13.4,-0.6,4.2,-0.2,-1.6,-0.4,-5.3,1.6,-7.4,1.5,9.8,3.7,-0.1,-1.9,10.3,2.4,13
2012,1,5,-4.2,1.3,-3.2,0.6,0.4,-2.9,-3,-1.4,7.9,-2,0.4,-1.8,-2.9,1,-2.1,-0.5,4
2012,1,-11,3.7,-5.5,-1.4,-2.4,4.6,1.8,7.7,3.7,-3.9,3.6,2.7,-0.2,-0.6,-4.2,-1,1.1,8
2012,0,0,-2.1,-2.3,3.1,-1.4,1.9,-0.4,-3.3,0.1,-3.7,-0.9,1.5,0.6,3.3,-0.8,0.9,-2.4,12
2012,0,0,-6.8,-4.7,-3.4,-2.4,4.3,-0.8,2.1,3.3,0,5.6,-3.4,2.1,-1.9,-2.1,-5.1,-2.2,11
2012,0,0,1.8,-5.1,-1.9,-2.2,1.5,-2.4,0.8,0.1,5.2,-3.2,4.3,6.4,-1.2,1.1,-1.8,-5.6,1
2012,0,0,-9.8,-9.8,-4.5,-3.4,0.7,-0.7,-2.1,-5.5,6.2,5.5,-1,-2.6,-3.8,-2.3,-3.8,-3.8,6
2011,6,-5,3.6,-2.4,-1.6,-3.6,0.2,-1.5,5.5,6,-4.1,-12.2,3.9,0.6,-0.2,-5.6,-2.3,0.5,12
2011,5,-3,-0.4,-3.9,-1.3,-1.1,-0.2,-3.2,2.3,-8.3,0.9,4.9,0.9,-0.4,-0.1,-0.7,-1.8,-1.4,8
2011,5,-1,-3.5,0.2,-4.1,0.3,1,-0.8,4.4,3.4,-2.3,-3.3,5.3,-4.3,-1.1,0,-6.8,0.3,1
2011,4,2,6.6,2.7,3.2,-2,-2.2,-1.4,-2.8,0.6,-1.8,5.3,3.8,6.4,-0.3,-2,6.9,-0.7,7
2011,4,10,-8.3,8.9,-5.9,4.7,-2,2,-5.8,8.5,-2.3,2.2,3.6,-5.2,-8.8,4.2,-1.2,3.8,10
2011,4,6,-4.2,0.6,-2.3,0.9,-1.8,-0.2,-4,-1.9,2.2,11.2,5.5,0.2,-3.8,0.5,0,1.1,3
2011,4,-2,-2.9,-4.4,-5.9,-4.1,-1.7,-1.1,4.7,4.9,-9.8,-9.8,1.7,0.2,-3.3,-8,-6.8,3.4,2
2011,3,-11,8.6,-6.6,3.9,-0.6,2.8,0.7,8.1,-5.5,7,2.6,-0.8,4.3,6.9,-0.3,-0.9,-0.8,20
2011,3,-9,-2.5,-7.1,-1.9,-3.7,0.3,-0.9,1,-3.1,-6.4,-4.1,-2.4,-0.1,-1.4,-3.6,-2.1,-2.7,18
2011,3,3,-6.7,1.6,-4,-4.1,0.3,-5,-1.4,2.3,-1,9.5,0.9,-1.4,-4.1,-4.5,-2.6,-1.6,2
2011,3,1,8.9,11.9,2.1,6.8,-5.8,0.2,-4.7,5.7,-1.1,-2.2,5,-1.7,-0.5,8.7,3.6,3,1
2011,3,-1,-0.8,0.2,0.5,0.5,3.5,-1.1,6.4,1.5,-2.4,-5.8,-9.3,-1.6,1.5,2.3,-0.7,-2.2,9
2011,3,1,2.1,2.7,-2.3,0.4,0.2,-2,1.2,4.3,2.7,-1.2,6.4,-3.6,-2.5,-0.3,-1.3,1.1,7
2011,3,4,-1.9,6.5,0.4,4.1,1.6,-2.5,-1.1,-4,6.2,7,-0.7,2.8,-1.5,7.3,2.3,-3.1,16
2011,3,4,-10.9,-1.8,-2,-0.1,3.8,2.1,-0.6,1,8.4,6.1,-9.4,-7,-1,2.8,-2.2,-4.8,7
2011,2,-7,7.8,-3.3,1.4,-4.4,1,2.2,9.9,3.9,10.7,-0.8,4.9,-3.1,0.8,-6.3,2.1,0.4,2
2011,2,-5,-5.7,-6.4,-4.6,-0.2,1.5,-0.8,-0.6,-1.8,6.4,-19.2,-0.2,-2.1,-3.4,-0.9,-4.3,0.3,3
2011,2,-8,6,-1.5,4.1,-1.2,-0.1,1.8,5,-3.6,11.1,-0.8,-5,0.7,6.3,-1.2,-0.5,-0.7,14
2011,2,8,0.2,4.6,-2.2,4.7,-0.8,-0.2,-0.5,-0.3,8.4,-0.8,3,-0.9,-2.4,3.6,-0.9,4.7,4
2011,2,-7,13.5,-5.3,3.1,1.7,-1.2,2.7,2.8,-2.9,-1.5,-11.4,1.2,5.8,2.4,1.4,2.8,1.4,32
2011,2,8,-2.6,7.9,0.4,3.2,1.4,0.9,-1.5,6.7,2.6,3.7,0,-1.9,-0.8,3.8,0.6,1,18
2011,2,1,3.2,8,3.9,6.1,1.5,-0.3,-4.2,-1.4,0.5,5.9,9.2,-0.7,2.9,8.5,2.1,-0.2,1
2011,2,8,-19.4,-10.1,-4.5,-4.3,6.5,6.1,2.2,1.2,-7,10.7,-5.9,-1.5,-2.2,-3.6,-5.2,-4.7,14
2011,2,-1,3.8,-1.8,3.8,-1.7,-2.7,-0.4,-5.9,-4.8,-4.8,-5.9,-0.1,2.7,1.3,-4.6,6,3.3,8
2011,2,-5,7.2,0.8,1.9,0.9,-3.2,1.2,1.1,-1.5,-8.6,-5.2,-1,-0.1,1,3.3,2.5,-3.6,8
2011,2,-1,7.2,-2.2,2.5,-4.5,-7,-3.2,-12.5,5.6,-8.3,-8.5,1.5,-0.3,0.1,-1.5,4.3,-6.1,17
2011,2,-5,3.5,-3.7,0.5,-2.2,0.6,-0.5,5.4,1.1,-2.7,1.6,0.1,0.8,1.5,-0.8,-1.1,-4.2,7
2011,2,-8,5.5,0.8,-0.9,-0.5,-4.6,-0.6,-4.9,0.3,-3.6,-1.5,0,-1.4,-1.7,2.5,-0.2,-3.6,22
2011,2,-3,4.4,1,-1.2,-1.3,-0.8,-4.6,0.5,3.1,-4.5,-8.6,9.5,-2.3,-1.1,-2.3,-0.9,0.4,11
2011,2,-1,10.5,4.7,2.2,0.9,-8.2,-5.4,-7.1,-3.8,-13.6,-12.4,15.9,3.3,2.5,0.1,-0.1,1.9,5
2011,2,7,-7.6,1.9,-3.1,3,-1.5,1.4,-9.7,-0.5,-5.2,6.7,5.3,-0.2,-2.6,4.8,-4.3,-0.4,1
2011,1,-9,-2.4,-15.1,-5.6,-7,-1.3,2.3,1.8,-1.4,4,-0.4,-6.4,-4.1,-7.8,-5.6,0.4,-6.7,4
2011,1,-13,20.2,-1.1,3.9,0,-1.1,-4.7,5.3,-3.2,13.9,-13,1.8,4.3,3.8,-2.4,2.7,3.2,13
2011,1,-15,26.4,-7.8,7.8,1.4,-0.8,-1.8,5.8,-2.7,-3.9,-6.7,10.8,-2.2,7.7,2.1,5.3,0.6,42
2011,1,-7,13.9,0.7,3.6,1.8,-3.1,-2.8,-1.3,-5.8,4,-2.5,6.6,-0.5,0,4.8,6.8,-3.7,2
2011,1,3,-5.1,-8,-0.3,-4.2,2.6,1.1,-2,1.2,-9.2,-0.6,-3.3,0.8,-0.1,-6.2,-0.4,-1,7
2011,1,-1,-2.3,-0.7,3.7,0.3,-1,2.3,-2.9,1.1,-3.7,-4.5,-6.8,-2.9,2.3,0.2,4.7,0.6,4
2011,1,-1,3.5,-0.5,4.7,1,-3.6,-1.9,-12.6,-3,-13,-7.1,2,-2.4,3,2.6,5.3,-1.2,30
2011,1,-11,20.3,-0.2,5.2,3.6,-7.2,-0.4,0.3,-4.6,-4.5,-11.7,7.1,4.2,6.1,4.2,2,2,22
2011,1,-13,4.8,-13.6,-2.8,-2.1,-1.8,-0.2,-0.3,-2.2,-11.8,-1.4,2.6,-0.1,-1.8,-5.7,-3.3,3.4,15
2011,1,5,3.2,0.5,-0.2,3.4,-0.2,1.6,3.7,5.5,-0.2,-6.1,-5.1,-7,-1.5,3.8,2,1.9,11
2011,1,-15,17.8,-13,9.7,-1.5,0.1,2.1,2.6,-6.4,2,1.7,-5,2.6,13.5,0.1,2.7,-2.6,19
2011,1,1,4.2,-0.4,2,-0.3,0.6,-5.7,-1.4,-0.2,-10.9,-7,4,2.6,-1,1.4,5.7,-2.4,11
2011,1,-11,11.5,-4.1,4.4,-1.1,-2.6,1.3,5.4,3.3,-2.1,-16.1,-4.5,-4.9,6.6,-0.1,0.4,-2.1,17
2011,1,-15,23.1,-13.9,7.3,-0.8,-3.9,3.3,5.8,-5,-4,-15.9,-1.8,3.2,6.4,-1.1,6.6,0.1,29
2011,1,-3,8.4,2,4.2,1.6,-3.6,2.2,0.9,0.2,-5.1,9.3,-2.3,-1.9,3.7,1.9,2.9,0.9,3
2011,1,5,-0.6,2.9,-3,2.4,-3.7,4.6,-2.8,4.1,3.6,-3.8,-1.9,-2.9,-6.7,3.5,1.7,-0.1,18
2011,1,-7,5,3.4,-1.8,0.3,-1.3,-4.6,6,3,2.4,1.2,1,-1.4,-2,3.4,-0.7,-4,8
2011,1,9,-6.7,9.2,-2,5.1,4.3,-0.8,6.3,-7.4,10.7,-2,0.9,-0.6,-1.7,2.9,-1.4,5.6,1
2011,1,-9,12.1,-5.2,0.3,-2.9,-2.6,-0.1,3.2,3.8,-0.6,-5.3,-2.5,0.2,-1.7,-3.6,2.8,-0.9,2
2011,1,-3,-2.9,-3.4,-0.1,-4.4,-1.3,1.9,-0.1,-1.5,2.7,-2.7,-2.6,1.1,-0.9,-4.8,1.4,-0.7,2
2011,1,7,-4.7,-1.7,0.2,-0.9,-2.7,1.9,-4.3,1.3,-12.9,1.3,-5.6,-1,-1.2,-0.8,2,-0.7,3
2011,1,-13,7.8,-11.8,0.7,-4.7,-4.7,-0.7,2.2,0.8,-12.3,-15.2,-7,0.5,5.3,-3.2,-4.1,-3.6,18
2011,1,5,-0.5,-0.5,3,-3.6,1.3,-3.3,3.2,-4.9,-2.5,-5.1,5.2,0,2.6,-4.9,2.6,-0.3,15
2011,1,-7,2,1.2,-2.6,3.9,2.9,3.4,6.9,4.9,-0.3,10.7,-7.7,3.3,-5.2,2.5,1.8,5.1,5
2011,1,-9,11.5,2.9,-2.4,2.1,-6.6,-10.5,-3.6,-5,-8.6,-13.3,8.1,6.5,-3.3,1.1,-0.4,3.4,14
2011,1,-11,4.9,-8.2,-1.4,-3.1,-2.8,0,-3.3,-3.9,-3.9,-7.9,6.9,-3,-0.2,-3.6,-4.1,-1.5,8
2011,1,-13,13.7,-5.3,0.5,-0.1,-3.2,-0.9,9,-1.9,-1.6,-14.5,-9.3,-2.9,2.1,4.4,-1.4,-5.5,28
2011,1,-3,0,-0.6,1.6,-1.5,1.8,-0.1,1.5,2.7,7.7,-5.9,-2,1.2,4,-0.6,-2.3,-1.6,2
2011,1,-1,2.3,-0.4,1.3,0.8,-3.7,-0.1,-12.2,-0.1,0.3,11.5,5.6,4.9,-0.2,5.2,2.3,-4.4,2
2011,1,-15,20,-6,4,-2.8,-2.8,-6.5,11.5,-7.4,1.3,-7.6,-3.5,-1,1.5,-3,7.3,-1.5,23
2011,1,-11,11.5,-4.5,-2.7,-0.9,0.2,-0.3,13.5,5.1,-0.3,-8.2,-2.5,-1.7,1,-1.7,-7.1,1,29
2011,1,-5,-2.3,-5.7,-2.1,-3.5,0.9,-2.6,4.8,-5.9,4,-5.3,-6.7,1,-1.4,-3.7,-2.4,-2,15
2011,0,0,10.3,-1,4.8,2.4,-3.7,-3.4,-6,0.1,-4.6,-16.3,10.7,1.4,2,4.2,6.6,-1.8,9
2011,0,0,4.7,6.3,1.2,3,-0.7,3.7,1,7.9,1.6,-2,6.4,-2.3,-0.5,4.3,1.6,0.1,13
2011,0,0,-1.1,-5.7,1.1,-2.5,3.2,3.2,2.4,4.5,-0.7,-5.6,0.9,-2.1,6.6,-3.9,-7.1,0.1,4
2011,0,0,2.1,-4.9,-0.5,-0.3,0.8,4,0.8,1.9,8.8,2.4,-1.6,0.7,-0.8,-2.1,0.2,2.1,18
2010,6,-4,12,-0.5,-0.5,-2.9,-2.2,-0.3,10.3,4.9,-9,-0.5,2.1,0.8,-4,-2,4.3,-3.4,2
2010,5,0,-3.7,-4.1,-0.6,0,-2.3,2.8,-9.4,-1,10,3.2,5.3,-3.1,-0.7,1,-0.2,-1.1,2
2010,5,-1,4.5,-3.7,1.6,-3.2,-1.8,0.7,-1.3,0.2,-1.7,-5,5.5,0.8,-1.1,-2,4.8,-4.1,21
2010,4,-2,1.4,-6.2,-3.9,-0.8,-3.8,3.5,2.5,-0.9,1.8,-0.1,3,0.8,-6.1,2.8,0.4,-5.4,7
2010,4,-1,4,2.2,1,1.4,2.1,-4.3,6.3,-3.9,1.3,-9.3,1.4,1.5,-0.2,-0.6,2.4,3.1,1
2010,4,1,1.8,3.7,-4.1,3.8,-2,0.9,1.1,0.3,-4,9.4,3.6,-0.9,-6.5,5,0.6,1.1,7
2010,4,3,-7.1,-2.4,0.4,-0.2,-1.2,-1.9,-10.2,-6.6,-3.4,-12.7,6.9,-2.4,1.9,0.9,-1.9,-2,7
2010,3,-4,4,3,2,0,3.1,-1.6,9.1,1.6,-0.1,2.6,-7.3,2,4.1,0.4,-1,-0.5,7
2010,3,-3,12.6,1.4,1.4,-1.1,0.2,-2.1,11.3,0.5,-0.7,-2.7,3.6,-2.8,-2.8,2.5,6.7,-7.1,13
2010,3,-7,4.5,-3.3,-0.9,-1.6,3.2,1.8,3.9,2.1,3.4,4,-3.2,2,0.8,-5,-2.5,3.5,23
2010,3,4,-8.5,-1.3,-5.5,-1.9,1.4,1.3,4,2.9,-0.2,14.3,-2.6,-1.5,-3,0.6,-7,-4,3
2010,3,-9,4.3,-0.9,-0.8,0.4,0.8,-1.4,5.1,-0.1,-1.3,-5.5,-1.6,-0.3,-1.5,0.2,0.1,0.3,13
2010,3,4,-8.7,-1.8,-6.6,0.7,-2.7,-0.4,-6.7,-6.9,10,9,6.1,4.2,-6.2,-0.1,-4.9,1.5,4
2010,3,-11,-2.5,-12.8,-3.5,-5,1.7,-1,8.8,1.9,14.5,-8.8,-6.6,-2.7,3.4,-5.5,-10.1,-3,17
2010,3,-4,0.3,-3.8,-1.6,1.2,1.9,5.7,5.4,4.1,8.4,14.4,-4.2,4.9,-1.1,-0.8,-1.6,3.9,5
2010,2,-8,5.2,0.5,-1.2,1,0.5,-6.5,7.3,-6,5.7,0.2,-2,-2.3,0.4,0.9,-3.1,0.7,9
2010,2,8,1.9,9.8,5.1,1.3,4.1,0.8,1.9,3.5,-3.4,2.5,0.2,2.6,1.1,1.5,7.5,0,18
2010,2,3,4.8,2.1,2.6,1,-1.4,0.9,-1.8,-1.2,-0.9,-0.9,1.8,-0.7,1.2,2.4,3.4,-1.6,3
2010,2,-7,6.1,-3.6,3.6,-0.9,2.8,3.8,5.1,5.7,-12.3,-8.6,1,-1.7,2.7,1.4,3.6,-3.7,22
2010,2,-8,8.2,1.1,5.8,2.8,-5.7,0.5,-8.8,-4.3,-1.9,-8.4,4.2,4,5.8,2.3,3.2,2.4,9
2010,2,1,-4.8,-3,-0.2,1.6,4.7,-2.5,4.5,-8.4,3,1.8,-4.5,1.2,1.7,2.9,-4.2,-1.2,2
2010,2,-1,-3.1,-3.4,-0.5,-1.9,-2.1,2.8,-4.1,2.1,-9.8,1.4,5.9,1.6,0.7,-3.3,-2,1.8,2
2010,2,-7,1.4,-8.7,-2.8,-4.6,-1.2,2.6,6,1.2,2.5,0.8,0.2,-0.7,-5.1,-4.7,1.1,-3.3,15
2010,2,8,-1.6,2,3.1,-1.3,-1.8,-5.1,-3.4,-0.9,-11.2,-18.9,0.6,-5.1,1.9,0.8,3.3,-3.4,7
2010,2,-5,-0.8,-2.6,-4.3,0.2,4,1.5,9.8,5.9,11.4,10.9,-12.1,1.7,-2.3,0.6,-5.3,-0.1,12
2010,2,-8,2.2,-6,-4.2,2.6,-2.8,-2.2,-8.8,-5.4,4.9,-0.1,4.4,-1.2,-3.4,5.1,-3.9,-2.3,2
2010,2,8,-11.5,-0.3,-5.5,3.4,-0.8,0.4,-7.7,-4.9,-4.3,-2.6,5.9,0.4,-5.2,4.6,-5,0.2,2
2010,2,-8,7.9,-4.5,6,-0.7,-0.8,0.6,2.1,-1.9,2.8,-8.8,1.1,0.1,7.3,-2.7,2.3,2.1,30
2010,2,8,-1.8,-4.8,-0.9,-3,1.3,2.1,1.5,5,-4,9.6,5.1,1.2,1.7,-3.2,-3.3,-1.2,18
2010,2,-8,12.3,4,5.6,-1,0.2,-4.6,-4.2,3,5.8,4.5,8.1,1.4,3.8,-4.5,6.4,3.7,8
2010,2,-8,2,-8.6,1.2,-1.6,0.8,1.5,2.3,-1.9,-5.5,5,-5.7,-0.4,5.4,-1.4,-4.5,-1,15
2010,1,-7,2.4,-11.8,-1.6,-4.5,3.2,0.3,9.9,-5.8,-1.1,-0.6,-1.2,2.1,0.2,-4.7,-3.1,-2.9,3
2010,1,-9,5.8,-6.3,3.7,-6.2,3.9,-1.8,4.8,-1.7,0,-10,2.4,-1.5,4.7,-9.5,3,0.6,12
2010,1,-15,15,-9.9,9.4,0.9,0.9,1.8,0.8,0.7,-12.5,-9,-1,-5.3,8.6,2.5,7.4,-1.8,23
2010,1,-13,17.4,-4.6,5.4,-0.9,-5.1,-0.2,1.9,-3.1,-9.6,-13,1.5,4,7.3,-3.8,1.4,2.7,17
2010,1,3,0.7,0.8,-1,-0.5,-3.6,2.5,-1.8,4.6,-0.9,3.5,6.3,2.3,-3.3,-2.1,2.6,2.3,8
2010,1,-9,0.5,-8.9,-0.2,-3.2,-1.1,1.8,-6.1,2.3,-0.1,15.4,5,7.7,0,-5.8,-0.3,2.6,8
2010,1,3,-4.6,-3.4,-2.1,-3.8,4.8,1.9,9.2,5.8,1.2,-2.4,-5.9,-2.8,-3.5,-2.2,0.9,-4.8,5
2010,1,-1,7.9,7.7,3.5,3.3,-5.7,-5.4,-6.1,-3.8,10.6,-0.6,2.3,-1.8,3.7,4.5,2,1.1,7
2010,1,-9,11.3,-2.9,2.3,0.3,-3.8,-1.4,-3.4,-2.8,-11.6,0.3,6.2,1.3,2.3,-1.7,0.9,3.7,4
2010,1,-7,-4,-5,-5.5,0.6,2.1,3,0.1,2.7,18.8,5.7,-9.2,-1.2,-3,0.2,-7.8,1.1,16
2010,1,7,9.8,12.9,7.4,5.1,1.8,2.6,-0.3,2,1.7,11.6,4.5,1.6,2.7,3.5,9.5,5.8,13
2010,1,-1,5.6,-0.8,1.9,-0.2,-2.3,-3.6,-5.1,-5.8,-0.3,-7.7,5.6,-0.8,0.1,2.1,3.7,-3.1,15
2010,1,-11,4.4,-10.8,0.6,-5.7,-0.3,-1.5,0.1,0,1.7,1.4,-2.3,-1.6,-0.9,-6.4,2.7,-2.5,23
2010,1,-15,30,-9.1,5.7,-2.1,-7.9,0.9,5.3,5,-10,-20.5,9.2,2.6,2.2,-0.4,8.5,-4.1,29
2010,1,-5,2.1,1.1,-0.9,-0.9,-1,-3.5,1.8,-2.6,8,0.1,1.1,-2.6,0.1,2.4,-2.2,-4.3,11
2010,1,-13,12.9,-11.5,1.4,0.4,-0.7,0.4,2.3,-2.6,-4.3,-4.1,0.4,0.4,1.5,0.4,0.5,-0.1,27
2010,1,-13,14.2,-11.5,0.2,-1,-1.3,5.3,7.9,3.5,-2.6,14.6,-5,-0.7,-1.9,-2.1,3.3,0.8,20
