Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Kansas St. 9,B12,"108.4
119","93.6
14","48.7
214","45.3
25","18.5
188","19.0
123","34.7
61","33.2
266","40.3
172","45.4
278","65.6
311","68.4
95","48.3
182","45.9
76","33.1
221","29.3
5"
St. John's,BE,"108.3
120","95.8
30","48.7
213","46.5
55","15.6
29","19.2
106","31.1
180","30.8
146","37.1
259","38.1
124","69.9
178","70.8
225","47.6
215","44.0
32","34.9
146","34.5
179"
Oral Roberts,Slnd,"108.2
121","109.5
251","50.4
129","48.8
128","17.0
79","16.3
296","32.9
116","30.8
145","41.9
122","42.8
225","72.2
89","70.0
172","49.4
135","46.1
83","35.8
104","37.3
299"
Southeast Missouri St.,OVC,"108.2
122","113.8
324","55.1
11","51.8
266","18.5
183","15.9
311","32.3
138","29.0
67","39.5
195","43.0
235","69.4
193","74.1
335","55.9
3","49.2
189","35.6
117","37.6
309"
Vermont,AE,"107.8
123","100.9
95","52.2
60","45.5
31","18.2
161","20.1
57","33.1
111","27.8
25","46.0
46","40.2
163","71.9
106","72.9
319","49.7
116","44.0
30","39.0
18","32.5
70"
Northwestern St.,Slnd,"107.8
124","110.3
261","51.3
97","52.1
284","17.0
82","20.0
60","32.6
127","36.1
335","39.8
183","42.9
228","73.8
46","67.2
43","51.4
56","51.0
264","34.0
181","36.2
267"
Mount St. Mary's 16,NEC,"107.8
125","111.6
288","51.5
83","53.5
319","16.7
69","18.8
136","27.8
282","33.0
259","36.7
272","34.5
56","73.9
44","73.4
332","50.2
98","54.6
341","35.5
120","33.4
120"
Boston University,Pat,"107.8
126","101.5
104","52.3
56","49.8
173","17.6
121","20.4
44","28.1
276","29.8
106","29.9
346","31.5
26","71.4
125","70.7
219","50.9
72","48.2
152","36.3
83","35.4
233"
Radford,BSth,"107.8
127","114.2
326","51.9
70","52.4
290","15.8
35","17.5
226","31.5
170","31.5
184","40.4
170","39.0
150","68.8
215","71.3
262","51.3
61","50.4
241","35.7
109","38.3
326"
Pepperdine,WCC,"107.7
128","107.5
217","51.1
104","50.0
184","18.1
157","15.1
333","30.9
189","32.4
235","39.0
210","38.3
128","70.0
175","67.6
60","49.5
131","47.5
132","36.2
89","36.7
281"
Youngstown St.,Horz,"107.7
129","109.1
246","52.2
62","52.2
287","16.1
46","18.6
150","25.0
328","30.5
134","40.0
179","41.2
193","73.3
56","72.8
317","52.3
36","51.7
287","34.7
154","35.5
239"
Columbia,Ivy,"107.6
130","103.9
148","52.5
45","47.5
84","19.2
241","16.8
268","26.5
311","25.3
5","44.0
75","41.2
192","77.4
5","68.8
109","48.5
176","45.7
70","38.6
32","35.0
209"
Montana,BSky,"107.6
131","112.0
296","54.7
13","52.8
303","15.9
41","18.4
162","24.7
334","34.5
306","42.3
111","45.6
281","73.2
62","67.2
44","54.1
10","52.4
309","37.0
64","35.7
252"
Santa Clara,WCC,"107.5
132","106.5
199","48.6
216","50.8
222","15.5
27","18.0
197","29.0
258","33.4
274","36.9
267","46.6
289","73.4
52","72.8
316","45.3
299","49.9
223","36.4
80","35.8
257"
UNC Asheville,BSth,"107.5
133","111.4
284","51.4
89","51.2
241","19.3
251","16.8
269","33.6
94","34.2
294","43.4
87","41.3
195","74.6
26","68.3
82","48.7
171","49.2
193","38.1
40","36.9
286"
Colorado 8,P12,"107.4
134","96.7
39","48.3
225","49.4
160","19.7
265","17.8
211","34.0
80","26.1
7","48.3
33","30.2
13","71.8
112","70.2
186","48.6
174","47.3
124","31.8
286","35.6
249"
UCF,Amer,"107.3
135","106.6
200","49.0
194","51.9
275","20.0
280","17.2
242","38.1
11","33.1
260","38.2
239","36.6
95","61.4
349","65.7
13","49.1
150","51.0
265","32.6
253","36.0
264"
Wake Forest,ACC,"107.2
136","101.9
108","49.8
159","47.5
86","18.4
181","16.8
267","30.2
218","33.8
283","50.1
20","39.0
149","65.0
325","69.0
130","50.0
103","47.7
140","32.9
237","31.4
36"
Clemson,ACC,"107.2
137","94.6
19","47.4
263","43.9
6","18.2
165","17.3
240","33.8
88","32.5
239","36.1
284","28.6
5","74.4
28","66.5
28","47.9
205","44.3
39","31.0
314","28.5
1"
South Carolina,SEC,"107.2
138","101.8
107","46.5
297","49.2
149","21.3
321","20.0
63","39.4
7","33.9
285","45.7
49","56.9
346","70.6
157","68.7
108","42.6
343","49.4
202","37.8
51","32.6
74"
Green Bay,Horz,"107.1
139","98.9
64","50.9
114","46.0
41","18.7
208","19.9
66","34.0
81","32.5
238","43.0
94","34.1
53","72.0
99","71.3
259","50.9
70","44.7
45","34.0
182","32.4
67"
East Carolina,CUSA,"107.0
140","110.9
276","51.3
93","51.9
273","18.3
177","18.1
191","29.3
242","35.4
322","41.6
134","31.9
28","72.7
76","66.7
31","48.3
183","54.1
334","36.7
72","31.9
54"
Southern Illinois,MVC,"106.9
141","105.4
180","49.4
177","50.5
208","18.9
222","19.8
71","33.8
90","31.2
161","42.4
106","42.2
217","67.6
259","71.8
284","49.4
132","50.5
246","33.0
227","33.7
132"
Manhattan 13,MAAC,"106.9
142","97.1
43","50.7
119","45.4
29","19.7
270","21.7
18","34.4
68","33.3
270","55.5
2","52.8
334","66.3
292","70.0
176","48.7
166","44.0
31","36.9
67","32.7
81"
Central Michigan,MAC,"106.9
143","118.1
344","49.3
181","57.0
348","16.5
62","19.5
89","29.0
256","32.1
224","37.1
263","39.7
157","70.2
169","74.6
341","50.8
74","58.3
350","31.6
293","36.5
278"
Texas Southern 16,SWAC,"106.9
144","113.3
318","51.7
79","50.2
194","19.3
249","15.8
318","33.6
93","31.2
162","49.3
26","29.8
9","71.3
132","68.7
107","50.7
80","48.9
180","35.8
106","35.6
247"
George Mason,A10,"106.8
145","103.0
131","48.4
221","50.1
189","19.8
272","17.8
212","31.7
164","29.9
109","40.1
178","47.3
294","70.9
144","69.6
150","47.0
239","50.0
228","35.2
127","33.5
123"
Weber St. 16,BSky,"106.8
146","107.2
214","54.1
20","47.8
97","19.0
233","13.8
347","28.4
269","28.7
57","49.7
22","35.1
63","74.2
36","70.7
216","51.1
65","47.0
114","39.4
13","33.7
127"
Eastern Washington,BSky,"106.7
147","111.0
279","51.9
69","50.4
202","17.5
113","14.8
343","29.9
227","30.2
117","40.4
169","41.9
208","69.3
199","70.6
211","49.5
129","49.4
200","37.2
60","35.0
211"
Ohio,MAC,"106.6
148","103.3
138","52.4
49","46.2
45","19.1
239","18.3
170","27.4
292","30.1
115","34.3
312","41.5
204","71.7
114","70.8
224","52.3
33","45.7
68","35.1
131","31.5
41"
UTEP,CUSA,"106.5
149","99.3
70","50.6
122","44.5
13","20.2
290","17.4
234","32.2
141","32.9
253","52.7
7","37.8
117","68.5
220","66.0
17","51.2
62","43.9
28","32.6
252","30.5
16"
Arkansas St.,SB,"106.5
150","105.1
173","52.3
58","48.4
117","17.7
130","18.2
177","26.9
302","31.5
188","42.4
104","36.1
84","72.1
94","72.1
293","48.3
184","48.3
160","38.6
30","32.5
71"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
La Salle,A10,"106.5
151","100.1
79","46.4
301","48.1
115","17.5
117","17.6
223","33.1
109","32.5
240","39.1
207","32.1
29","70.8
149","72.9
320","45.3
297","47.5
135","32.5
262","33.1
101"
Butler,BE,"106.4
152","98.9
65","47.3
265","50.1
190","15.3
23","17.7
216","30.4
206","28.5
44","37.7
251","31.4
24","65.6
314","68.8
112","47.3
223","51.4
276","31.4
304","31.4
38"
High Point,BSth,"106.3
153","111.7
293","52.2
61","53.7
321","18.3
174","18.0
201","30.3
214","33.3
271","32.4
335","35.0
62","74.4
31","70.7
215","49.7
119","54.3
336","38.6
31","35.0
208"
Georgia Tech,ACC,"106.3
154","98.6
59","47.8
246","47.4
83","18.4
178","15.4
324","32.7
123","28.5
43","34.4
310","37.9
119","68.4
226","70.5
206","48.0
200","46.2
86","31.5
303","33.2
111"
Indiana St.,MVC,"106.2
155","101.6
106","50.4
130","49.0
138","17.2
88","17.6
222","27.0
300","28.0
36","43.3
88","43.7
249","72.6
78","68.8
110","49.8
112","47.3
122","34.3
172","35.0
213"
San Diego,WCC,"106.2
156","102.3
117","51.0
111","49.4
156","18.7
203","17.5
229","27.8
283","30.1
114","41.5
138","37.7
116","69.7
181","70.0
174","47.9
207","47.9
148","38.0
44","35.0
210"
Tulsa 13,CUSA,"106.2
157","96.5
37","49.2
188","46.4
53","16.7
68","20.3
47","30.2
219","29.6
93","47.1
40","47.5
296","67.6
258","68.9
122","49.2
142","43.2
14","32.7
241","35.2
224"
Charleston Southern,BSth,"106.2
158","110.2
259","51.3
94","51.9
274","16.1
44","16.9
257","29.9
226","29.6
94","34.8
303","38.3
129","72.2
90","71.0
234","48.3
191","47.4
129","37.0
66","40.2
347"
Illinois,B10,"106.0
159","93.8
15","46.5
295","48.1
114","16.5
61","18.7
144","31.2
176","29.3
83","31.2
341","32.2
32","73.3
54","70.0
171","45.9
276","46.3
90","31.7
290","34.3
169"
Western Michigan 14,MAC,"106.0
160","103.3
136","52.0
66","47.6
88","20.9
316","18.5
161","31.0
186","32.0
217","51.4
15","34.7
58","71.9
108","71.4
270","53.7
15","47.8
142","32.6
250","31.5
44"
Rider,MAAC,"105.9
161","111.7
291","50.6
121","53.9
325","19.0
237","19.2
112","31.2
178","31.6
194","45.7
50","43.8
251","73.1
64","72.0
290","45.7
286","51.7
292","39.7
7","38.5
330"
DePaul,BE,"105.8
162","107.2
215","47.6
255","53.9
327","19.7
269","19.1
118","33.8
91","32.0
216","42.0
119","46.7
290","68.4
230","70.4
203","46.3
268","52.9
323","33.6
199","37.4
306"
South Dakota St.,Sum,"105.8
163","104.0
151","49.6
171","51.3
248","17.9
138","16.3
298","30.4
208","22.1
1","43.7
84","38.4
130","76.5
9","71.9
286","48.9
153","50.3
238","33.9
190","35.5
242"
Princeton,Ivy,"105.8
164","98.7
60","52.8
39","48.0
108","17.1
83","18.8
137","25.0
327","25.1
3","38.0
244","37.4
112","72.5
79","73.3
331","52.1
41","47.5
131","35.7
107","32.8
84"
Cal St. Northridge,BW,"105.8
165","112.3
302","48.9
196","52.1
285","18.2
163","17.3
239","33.0
114","31.2
163","48.8
29","41.9
207","79.0
1","70.0
170","47.3
226","52.3
307","36.4
81","34.6
183"
Sam Houston St.,Slnd,"105.8
166","107.9
224","51.7
76","50.4
203","18.9
223","20.6
39","33.5
98","31.7
203","52.1
10","49.9
319","67.1
272","70.9
232","48.9
152","49.5
203","38.2
36","35.1
215"
Missouri St.,MVC,"105.7
167","104.8
164","49.6
167","51.1
237","17.0
78","18.1
187","27.1
297","28.6
51","40.9
156","42.9
227","70.6
158","67.1
40","47.1
237","50.2
235","35.9
97","35.1
216"
Hofstra,CAA,"105.7
168","112.8
309","48.4
220","51.9
276","18.8
213","15.3
330","35.5
37","30.9
149","45.1
57","41.2
190","65.9
304","68.4
94","47.2
233","49.4
201","33.4
208","37.7
314"
Akron,MAC,"105.6
169","102.3
119","50.3
134","47.9
106","19.8
273","19.5
95","34.8
57","32.4
233","40.4
168","36.1
85","62.3
345","71.6
280","49.3
138","47.1
118","34.6
161","33.5
124"
Idaho,WAC,"105.6
170","112.6
306","50.3
136","51.5
253","16.9
74","15.1
332","30.7
195","30.8
147","44.8
63","41.2
191","69.0
206","67.9
72","48.7
167","52.0
298","35.6
118","33.7
129"
UT Arlington,SB,"105.6
171","110.5
269","49.9
158","51.6
259","18.9
225","17.1
247","31.3
174","31.8
209","43.3
90","42.7
224","70.9
143","67.8
68","48.8
164","48.4
165","34.4
170","37.6
310"
Wyoming,MWC,"105.5
172","100.6
88","52.7
41","46.2
44","16.9
76","16.6
278","18.1
351","31.6
198","45.6
52","32.8
36","72.0
101","70.3
195","53.0
20","45.6
63","34.9
149","31.6
46"
Saint Louis 5,A10,"105.5
173","91.1
7","49.6
170","44.4
11","18.6
192","21.0
32","28.8
263","29.0
69","40.3
171","35.6
75","69.9
179","68.4
90","50.5
90","44.4
41","31.7
288","29.6
7"
Army,Pat,"105.4
174","110.4
263","51.1
109","52.4
291","18.9
227","19.9
67","32.0
149","33.5
277","32.6
333","35.3
68","69.8
180","72.7
310","51.4
57","49.7
213","33.8
191","39.0
339"
Bryant,NEC,"105.3
175","109.0
244","52.5
46","50.0
183","18.1
159","18.0
199","29.0
255","34.0
291","37.1
260","32.8
37","70.5
160","68.6
101","53.8
14","47.5
130","33.2
216","36.4
275"
Loyola Marymount,WCC,"105.3
176","106.7
204","47.1
271","52.0
281","17.3
104","19.7
75","32.4
133","36.2
337","36.4
279","43.1
238","76.0
11","73.3
330","48.0
202","50.8
256","29.8
334","36.5
279"
Middle Tennessee,CUSA,"105.3
177","96.2
34","49.5
173","46.8
65","19.2
243","21.7
17","34.9
56","29.4
85","44.1
72","43.9
254","65.9
301","68.4
93","48.8
160","45.6
65","34.2
173","33.0
97"
Rutgers,Amer,"105.3
178","106.9
208","47.0
278","51.4
252","18.2
167","17.8
209","32.5
130","32.9
252","36.6
274","45.0
274","70.3
163","72.2
297","46.0
275","49.1
188","32.9
233","37.4
307"
Robert Morris,NEC,"105.2
179","106.5
198","50.4
128","51.8
267","17.0
80","19.1
116","30.9
190","31.6
195","36.6
275","38.4
132","72.8
73","70.4
202","46.5
259","52.7
317","38.5
33","33.5
122"
Grand Canyon,WAC,"105.2
180","112.2
300","49.2
189","49.8
174","18.9
220","14.5
345","27.4
291","29.2
79","52.1
9","40.0
160","74.1
40","70.1
178","47.0
241","48.5
169","35.1
135","35.4
235"
Drake,MVC,"105.1
181","106.4
193","52.1
65","51.2
239","18.8
211","16.9
260","26.8
305","27.1
13","38.2
238","38.6
140","71.5
123","69.5
148","47.4
221","50.9
260","39.7
9","34.5
173"
Milwaukee 15,Horz,"104.9
182","104.5
159","49.1
193","49.1
142","19.9
275","18.5
159","28.6
265","31.2
166","44.7
64","36.5
94","73.3
55","74.8
345","49.1
146","50.4
243","32.7
242","31.0
28"
USC Upstate,ASun,"104.9
183","105.2
177","50.5
127","47.6
90","18.3
171","18.0
200","34.5
65","30.8
144","38.9
213","38.6
139","67.2
268","72.7
312","52.0
43","45.1
52","31.8
285","34.2
164"
Stony Brook,AE,"104.9
184","105.3
178","50.0
146","48.1
112","18.7
198","19.0
124","34.0
84","26.9
12","38.4
230","42.1
214","72.0
102","71.0
235","48.8
159","47.3
123","35.4
123","32.9
90"
Holy Cross,Pat,"104.8
185","102.9
130","49.0
195","49.9
180","18.2
160","18.8
140","29.8
231","27.5
23","39.4
198","30.2
14","73.2
60","73.6
333","46.9
247","47.0
115","35.3
125","37.4
305"
Sacramento St.,BSky,"104.7
186","111.0
280","50.9
115","52.7
301","17.6
122","18.1
188","29.9
229","31.1
158","35.1
299","48.5
307","73.6
47","70.3
194","48.8
162","53.0
324","37.0
65","34.9
201"
Elon,SC,"104.7
187","106.9
209","52.3
53","49.0
136","17.6
124","16.8
264","26.9
303","31.8
212","35.8
289","40.6
175","71.2
136","68.1
75","50.9
71","48.6
172","36.3
85","33.3
114"
Richmond,A10,"104.6
188","97.5
48","48.1
234","45.9
38","16.2
52","20.0
59","25.9
320","34.3
300","41.0
154","40.4
172","66.9
275","70.1
183","48.0
197","46.2
85","32.2
272","30.1
10"
Evansville,MVC,"104.6
189","106.4
194","49.8
161","51.1
236","19.2
247","18.1
193","26.5
309","32.3
232","49.1
28","37.7
115","71.4
127","70.5
205","48.9
154","49.7
214","35.3
126","35.7
253"
Drexel,CAA,"104.5
190","102.1
112","46.6
291","47.2
79","12.9
3","17.1
243","28.9
260","29.7
101","39.2
205","46.6
288","70.9
142","67.4
51","46.4
263","47.6
139","31.4
305","30.8
25"
Long Beach St.,BW,"104.4
191","103.5
140","48.6
215","49.8
176","18.2
168","18.7
146","34.5
64","33.5
276","30.8
343","37.2
107","66.6
285","70.7
221","49.1
148","50.0
226","31.6
295","32.9
92"
North Dakota,BSky,"104.4
192","113.1
311","49.9
157","55.4
340","16.4
57","20.9
33","30.7
196","31.7
205","41.6
135","48.4
306","69.2
201","74.4
338","50.8
75","55.2
342","32.0
277","37.3
302"
Nebraska Omaha,Sum,"104.4
193","105.0
171","49.6
168","51.6
260","17.2
94","20.6
38","28.4
270","31.1
159","39.3
201","36.8
101","76.7
8","72.8
314","49.5
126","51.5
282","33.2
214","34.5
180"
Rhode Island,A10,"104.2
194","99.2
69","48.6
217","46.9
67","20.8
314","17.4
235","32.9
117","31.3
172","46.2
44","43.0
231","65.4
317","67.1
42","49.2
139","48.5
168","31.5
301","28.6
3"
UAB,CUSA,"104.1
195","103.2
135","45.3
329","46.7
62","18.5
184","15.3
328","39.8
4","29.7
97","41.6
131","30.9
18","65.6
312","66.7
32","45.5
292","46.2
89","30.0
333","31.9
56"
Vanderbilt,SEC,"104.1
196","98.6
58","49.1
191","45.7
34","20.6
312","16.5
285","29.9
225","34.6
308","41.2
146","35.3
66","65.8
305","64.8
5","49.8
111","45.8
73","31.9
283","30.4
14"
Texas A&M Corpus Chris,Slnd,"104.0
197","110.3
260","51.8
72","50.9
227","19.2
246","18.5
158","34.3
71","32.3
230","43.9
79","45.3
276","66.5
289","68.6
104","50.6
84","50.8
255","37.2
59","34.0
144"
Winthrop,BSth,"103.9
198","109.5
253","50.9
112","52.5
293","18.6
193","19.9
65","28.9
259","30.0
111","41.0
155","45.1
275","71.7
117","70.2
187","46.2
270","51.5
284","39.3
14","36.4
272"
Idaho St.,BSky,"103.9
199","112.6
305","49.4
178","53.9
326","18.9
224","19.2
111","35.4
40","31.8
207","45.4
53","35.3
65","71.1
140","68.5
96","47.8
210","50.7
252","35.6
115","38.7
334"
Kent St.,MAC,"103.8
200","106.7
203","49.4
175","48.9
132","18.3
173","19.6
83","30.4
211","31.5
186","37.0
266","47.6
300","70.6
156","72.2
296","47.3
225","47.6
138","35.1
129","34.5
177"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Jacksonville,ASun,"103.6
201","117.1
339","48.9
202","55.7
343","19.4
255","18.9
132","32.7
124","35.2
319","42.2
115","38.9
148","70.0
176","70.2
188","48.3
189","54.2
335","33.5
203","39.0
340"
Albany 16,AE,"103.5
202","103.7
145","48.8
207","48.3
116","19.7
266","18.3
171","31.9
153","28.4
42","42.0
118","29.1
6","75.0
20","72.3
300","47.0
240","46.0
81","36.0
94","34.9
204"
East Tennessee St.,ASun,"103.5
203","110.4
264","49.3
185","50.7
219","16.3
55","19.6
79","27.4
293","32.2
227","42.8
99","42.0
211","74.4
29","68.9
116","46.4
264","51.4
277","36.1
90","33.0
95"
Tennessee Martin,OVC,"103.3
204","118.5
346","48.1
235","58.8
351","16.2
51","19.5
88","30.0
223","32.7
246","35.1
300","49.7
318","72.0
105","70.6
209","45.8
281","59.4
351","34.9
145","38.2
322"
USC,P12,"103.3
205","102.2
116","47.8
247","48.9
134","19.6
263","15.7
319","30.6
198","32.2
225","42.3
110","38.7
143","66.9
276","68.5
99","49.7
115","49.2
192","28.5
342","32.1
62"
South Alabama,SB,"103.3
206","107.7
221","46.3
307","49.1
145","18.5
187","16.4
291","31.6
168","31.4
178","36.4
278","40.8
182","69.6
183","70.0
175","43.8
333","47.7
141","33.3
213","34.8
198"
Northern Kentucky,ASun,"103.2
207","117.6
340","50.6
123","53.3
317","17.8
134","16.8
265","28.4
271","32.2
226","35.7
293","48.8
311","70.6
159","70.1
180","49.4
136","51.7
289","34.9
148","37.7
311"
Lipscomb,ASun,"103.2
208","111.8
294","51.3
96","54.2
332","17.5
116","20.1
56","25.8
322","31.5
190","47.9
36","48.7
309","68.2
245","69.7
157","49.7
120","55.2
343","35.5
119","35.1
218"
Western Carolina,SC,"103.2
209","110.6
273","48.2
232","50.5
209","17.8
135","19.8
69","35.4
43","32.7
245","36.8
269","58.0
349","71.7
116","70.7
217","46.1
272","50.8
258","34.9
144","33.2
108"
LIU Brooklyn,NEC,"103.2
210","118.9
348","49.4
180","54.6
336","18.6
197","15.6
321","31.0
185","33.9
287","37.8
250","30.9
19","71.7
118","69.5
147","47.8
211","52.5
311","34.5
165","39.0
338"
Valparaiso,Horz,"103.1
211","103.9
149","51.4
87","46.1
43","22.6
342","16.1
304","32.7
125","31.1
155","45.8
48","43.9
253","73.2
59","71.3
258","50.7
79","43.8
26","35.0
141","34.1
153"
Loyola Chicago,MVC,"102.9
212","108.6
234","51.9
68","51.2
240","20.7
313","18.1
195","26.8
306","31.5
189","38.0
247","42.1
215","70.1
173","70.3
198","51.6
52","51.0
263","35.0
140","34.5
178"
Bucknell,Pat,"102.8
213","102.0
111","48.9
200","47.9
107","16.8
70","14.4
346","29.0
254","24.4
2","31.7
339","31.8
27","74.6
25","66.3
26","44.6
321","46.5
94","39.0
21","33.9
142"
Charlotte,CUSA,"102.7
214","103.0
132","49.7
163","49.2
147","21.0
318","17.4
236","33.8
89","29.7
99","39.5
192","36.1
86","64.8
327","64.3
1","48.2
193","49.2
194","35.6
116","32.8
85"
UC Irvine,BW,"102.7
215","96.1
33","51.4
86","42.3
2","19.4
253","14.9
340","32.0
150","29.5
88","36.3
280","39.3
152","62.8
342","71.3
267","50.7
78","39.2
1","35.5
122","33.2
107"
Dartmouth,Ivy,"102.7
216","110.5
268","49.2
187","51.8
269","18.8
212","19.6
84","31.6
169","27.2
15","36.3
282","49.9
321","67.8
255","75.0
347","45.7
284","49.6
210","38.1
37","37.4
304"
Cal Poly 16,BW,"102.6
217","105.0
169","46.0
316","49.3
152","14.7
14","18.1
186","30.9
193","33.2
267","33.2
328","42.9
230","68.2
239","72.3
303","44.2
327","48.6
173","33.0
228","33.8
139"
Norfolk St.,MEAC,"102.6
218","109.1
247","50.1
141","49.4
158","20.4
302","19.1
119","36.8
24","32.7
244","38.4
231","44.6
266","68.5
223","71.0
240","49.5
127","47.8
143","34.4
168","34.7
189"
Morehead St.,OVC,"102.5
219","105.1
172","49.3
183","51.0
234","22.1
334","20.6
41","38.1
14","27.5
20","53.2
6","52.3
330","70.7
154","71.0
238","51.1
67","50.6
249","30.4
325","34.6
186"
UC Davis,BW,"102.5
220","116.2
337","49.9
150","55.8
345","17.3
103","18.3
168","23.9
342","35.6
328","37.2
258","38.8
147","68.9
211","74.6
343","48.3
190","54.4
338","34.9
147","39.2
342"
American 15,Pat,"102.5
221","98.2
56","55.8
7","46.4
52","23.1
345","19.6
86","26.5
310","29.7
102","35.0
301","40.7
178","70.7
152","67.9
70","55.1
8","45.7
67","37.9
47","31.9
53"
North Florida,ASun,"102.5
222","111.4
283","49.4
176","51.3
249","21.9
332","15.5
323","34.0
82","31.1
154","40.5
166","40.2
167","70.1
171","66.1
20","47.4
222","50.1
233","35.4
124","36.3
269"
Portland St.,BSky,"102.3
223","112.1
298","51.7
73","53.3
316","17.1
85","19.5
90","26.3
314","32.5
242","39.6
188","41.5
203","73.3
58","72.2
295","50.5
93","52.9
321","36.1
91","36.4
273"
Liberty,BSth,"102.2
224","112.4
303","49.9
153","51.0
233","20.5
308","15.1
335","38.0
15","29.9
107","34.5
308","38.1
125","70.2
168","72.2
298","48.4
180","50.0
227","35.7
110","35.0
212"
Utah Valley,WAC,"102.2
225","106.7
206","48.8
208","49.5
163","17.2
89","15.8
316","27.7
285","28.8
60","38.7
224","35.4
71","75.2
19","64.8
3","48.0
199","49.6
208","33.5
206","32.8
87"
Yale,Ivy,"102.1
226","102.0
110","46.2
310","50.2
196","19.7
264","18.6
152","34.0
83","25.3
4","50.5
19","41.0
185","69.3
198","71.1
245","45.6
289","47.9
151","31.7
291","36.3
270"
Incarnate Word,Slnd,"102.0
227","112.1
299","52.3
55","51.0
231","18.4
179","19.5
92","31.2
177","30.0
110","41.3
143","41.5
202","70.2
167","70.3
197","50.6
89","46.2
84","37.1
61","41.9
351"
Hartford,AE,"101.9
228","108.2
228","54.2
18","51.3
246","21.7
328","20.4
45","24.0
340","32.0
221","38.9
215","41.3
196","70.3
164","68.3
84","52.4
31","51.2
272","37.6
55","34.3
166"
Troy,SB,"101.9
229","108.9
240","47.5
259","50.5
210","18.8
217","17.9
204","32.8
119","32.3
231","43.9
78","30.6
15","66.0
299","71.8
285","45.4
295","51.4
278","33.9
188","32.5
72"
Siena,MAAC,"101.9
230","101.0
97","45.8
320","46.6
58","20.2
291","18.6
153","36.6
25","33.1
261","41.7
129","51.5
329","72.0
100","67.7
63","44.8
312","45.3
56","32.8
239","33.0
99"
Illinois St.,MVC,"101.9
231","100.3
83","46.9
280","48.8
130","18.0
147","20.2
51","26.9
304","30.5
132","40.7
158","42.3
218","70.1
170","67.3
49","47.5
218","46.2
87","30.8
316","35.4
238"
Illinois Chicago,Horz,"101.9
232","108.7
237","46.1
314","53.1
308","19.0
232","16.6
280","30.4
212","28.1
38","39.2
206","49.9
320","71.4
130","69.4
142","44.8
316","51.4
280","32.6
255","37.8
316"
Niagara,MAAC,"101.9
233","110.9
275","47.2
268","54.7
337","18.5
190","20.2
52","32.1
148","34.5
302","48.6
30","50.6
325","68.2
244","70.1
181","48.0
203","53.3
328","30.0
332","38.4
329"
Cornell,Ivy,"101.9
234","120.1
349","46.7
288","56.8
347","18.2
166","15.5
322","28.1
278","32.7
247","28.2
349","47.0
291","66.7
284","72.5
307","46.5
262","54.4
339","31.4
307","41.0
349"
South Florida,Amer,"101.8
235","104.9
166","46.2
313","49.7
170","19.2
245","17.5
230","31.6
166","31.8
208","43.8
82","33.9
51","66.2
295","71.3
265","48.3
188","47.3
125","25.8
351","37.0
291"
